Molecule,Molecule name
n1c(c(nc(c1C)C)C)C,C8H12N2
O=C1O[C@H]([C@H](NC(=O)[C@@](O)([C@@]2(OC(/C(=C/C(C(=O)/C(=C/C)/C)C)/C)[C@@H](C)CC2)O)CC)C(=O)N3NCCC[C@@H]3C(=O)N(O)[C@@H](COC)C(N([C@@H](C(N4[C@@H](C(N[C@@H]1[C@@H](O)C)=O)CCCN4)=O)C)C)=O)C(C)C,C48H78N8O15
O=C1C=2O[C@]([C@@H]3CCC(=C[C@@H]3C2C(=O)c4c1c(O)cc(O)c4)C)(CCC=C(C)C)C,C25H28O5
O=c1cc2[nH]c3c([nH]ccc3c2cc1)C,C12H10N2O
OC1C2=Nc3c(cccc3)CN2CC1,C11H12N2O
O=c1n2c(nc3c1cccc3)[C@@H](O)CC2,C11H10N2O2
O=C(N1CCN(Cc2ccccc2)CC1)c3c(nccc3)NCCC(C)C,C22H30N4O
O=C1O[C@@H]([C@H](NC(=O)CNC(=O)c2c(O)c(O)ccc2)C(=O)O[C@H](C)[C@@H](C(O[C@@H]([C@@H]1NC(=O)CNC(=O)c3c(O)c(O)ccc3)C)=O)NC(=O)CNC(=O)c4c(O)c(O)ccc4)C,C39H42N6O18
n12c3c(cccc3)cc1CCNCC2,C12H14N2
N12[C@@H]3[C@@](CC[C@@H]4[C@]3(c5c(cccc5)N4)CC1)(CCC2)CC,C19H26N2
O=c1c2c(oc(c1)-c3cc(O)c(O)cc3)cc(OC4OC(C(=O)[O-])C(O)C(C4O)O)cc2O,C21H17O12
O1[C@@H](OC/C=C(/[C@@H](O)CC=C(C)C)\C)[C@H](O)[C@@H](O)[C@@H]([C@H]1CO)O,C16H28O7
OC(C[C@H]1N(CCC1)C)C[C@H]2N(CCC2)C,C13H26N2O
O1[C@@H](OC/C=C/c2ccccc2)[C@H](O)[C@@H](O)[C@@H]([C@H]1CO)O,C15H20O6
O1[C@@H](OC/C=C/c2ccccc2)[C@H](O)[C@@H](O)[C@@H]([C@H]1CO[C@@H]3O[C@@H](CO)[C@@H]([C@H]3O)O)O,C20H28O10
OC(C=C)(C(C)C)CC[C@H]([C@@H]1[C@@]2([C@H]([C@H]3[C@@H]([C@@]4(C(C[C@@H](O)CC4)=CC3)C)CC2)CC1)C)C,C29H48O2
O=C(O[C@H]1C=C2[C@H]([C@H](O)C[C@]3([C@H]2CC[C@@H]3[C@@H]([C@H](O)CCC(C)C)C)C)[C@@]4([C@@H]1[C@@H](OC(=O)C)[C@@H](OC(=O)C)CC4)C)C,C33H52O8
O[C@@H]1CC2=CC[C@H]3[C@H]4[C@]([C@@H]([C@@H](CC/C(=C/C)/C(C)C)C)CC4)(C)CC[C@@H]3[C@@]2(C)CC1,C29H48O
O=c1oc(-c2c3c(c(O)cc2CCC)c(O)ccc3)cc(c1)O,C18H16O5
O=C(NCC(C)C)/C=C/C=C/c1cc2OCOc2cc1,C16H19NO3
O1c2c(cc3CN4CC=C5[C@@H]4[C@H](c3c2)[C@H](O)[C@@H](OC)[C@@H]5O)OC1,C17H19NO5
O[C@@H]1[C@@H](O)CC[C@]2([C@H]1CC[C@@H]3[C@@H]2CC[C@]4([C@H]3CC[C@@H]4[C@@H](N(C)C)C)C)C,C23H41NO2
O=c1n2c(nc3c1cccc3)-c4[nH]c5ccccc5c4CC2,C18H13N3O
O1c2c3n(c4CCNCCc4c3ccc2)CC1,C14H16N2O
O[C@H]1[C@H](O)[C@H](NC[C@@H]1O)CO,C6H13NO4
O1c2c3c(ccc2OC1)C[C@H]4c5c(cc(OC)c(c5)O)CCN4C3,C19H19NO4
O1c2c3c(ccc2OC1)CC4c5c(cc(O)c(c5)OC)CCN4C3,C19H19NO4
O[C@]1(CN([C@@H]([C@H]([C@@H]2[C@@]3([C@H]([C@H]4[C@@H]([C@@]5(C(C[C@@H](O)CC5)=CC4)C)CC3)C[C@@H]2O)C)C)CC1)C)C,C28H47NO3
O1c2c3c(ccc2OC1)[C@@H]4[C@@H](c5c(cc6OCOc6c5)C[C@@H]4O)N(C3)C,C20H19NO5
O1c2c(OC)c(OC)c(OC)c3c2[C@@H](N(C)CC3)Cc4cc(Oc5ccc(C[C@H]6c7cc1c(OC)cc7CCN6C)cc5)c(OC)cc4,C39H44N2O7
O[C@H]1[C@@H](NC[C@H](C1)C)[C@H](c2c(c3c([C@@H]4CC=C5[C@@]([C@H]4C3)(CC[C@@H](C5)O)C)cc2)C)C,C27H39NO2
O=C1O[C@@H](C(=O)N[C@H](C(=O)O[C@H](C(=O)N[C@H](C(=O)O[C@@H](C(=O)N[C@@H](C(=O)O[C@H](C(N[C@@H](C(O[C@@H](C(N[C@@H](C(O[C@H](C(N[C@H]1C(C)C)=O)C(C)C)=O)C)=O)CC(C)C)=O)C(C)C)=O)C(C)C)C)CC(C)C)C(C)C)C(C)C)C)CC(C)C,C57H96N6O18
O=C1N2[C@H]([C@@]3(O[C@](C(N3[C@H]1Cc4ccccc4)=O)(NC(=O)[C@@H]5C=C6c7c8c([nH]cc8C[C@H]6N(C5)C)ccc7)CC)O)CCC2,C34H37N5O5
O=C(O)c1n(ccc1)CCc2cc(OC)c(OC)c(c2)OC,C16H19NO5
O1c2c3-c4c(cc(OC)c(c4)OC)C[C@H]5c3c(CCN5C)cc2OC1,C20H21NO4
O(c1c(O)c2-c3c(O)c(OC)ccc3C[C@H]4c2c(c1)CC[N+]4(C)C)C,C20H24NO4
O1c2c(OC)c(OC)cc3c2[C@H](N(C)CC3)Cc4ccc(Oc5c6[C@@H](Cc7ccc1cc7)N(CCc6cc(c5OC)OC)C)cc4,C38H42N2O6
O=C(OC)[C@@]12c3[nH]c4ccccc4c3CCN5[C@@H]1C(=C[C@@H](C2)C5)CC,C21H24N2O2
O=C(OC)C1(O)[C@H](OC(=O)C)[C@@]2(C=CCN3[C@@H]2[C@@]4([C@H]1N(c5cc(OC)ccc45)C)CC3)CC,C25H32N2O6
n1c(c2c(c(c3[nH]c4c(c3c2)cccc4)C)cc1)C,C17H14N2
O1c2c3c(cc4c2OCO4)CCN([C@H]3Cc5ccc(Oc6cc(C[C@@H]7c8cc1c(OC)cc8CCN7C)ccc6OC)cc5)C,C37H38N2O6
O1c2c3c(cc4c2OCO4)CCN([C@H]3Cc5ccc(Oc6cc(C[C@@H]7c8cc1c(OC)cc8CCN7C)ccc6O)cc5)C,C36H36N2O6
O=C1c2[nH]c3ccccc3c2C[C@@H]4N(C)C\C(\[C@@H](C1)[C@@]4(CO)C)=C/C,C21H26N2O2
O(c1cc2[nH]c3cnccc3c2cc1)C,C12H10N2O
O=C(O[C@@H]1C[C@H]2N(C)[C@@H](C1)[C@H]3[C@@H]2O3)C(c4ccccc4)=C,C17H19NO3
O=C(O[C@@H]1[C@]2(O[C@@](OC)(C(CO[C@@H]3OC[C@@H](O)[C@H]([C@@H]3OC(=O)C)O)=C[C@H]4[C@@H](C1)C(=CC[C@@H]4C(C)C)C)C=C2)C)/C=C/c5ncn(c5)C,C35H48N2O10
O=C1OC[C@@]2(CCC[C@@]13[C@@H]2CC[C@]45[C@H]3CC[C@H](C4)[C@@](C5)(O)C)C,C20H30O3
O=C1C(O)=C([C@@H](CO)C)[C@@H]2[C@@]1(CC=C(CCC=C(C)CC[C@@H](C(=CC2)C)O)C)C,C25H38O4
O=C1C(C2=CC[C@H]3[C@]4([C@]([C@@H]([C@@](O)(C(=O)/C=C/C(O)(C)C)C)[C@@H](C4)O)(C)CC([C@]3([C@@H]2C[C@@H]1O)C)=O)C)(C)C,C30H44O7
O([C@@H]1C=C2[C@H](CC[C@]3(C2CC[C@@H]3C(/C=C/C(C(C)C)C)C)C)[C@@]4([C@]1(O)C[C@@H](O)CC4)C)C,C29H48O3
O=C(O)[C@H](O)[C@H](O)Cn1c2ncnc(c2nc1)N,C9H11N5O4
Oc1c(c(c(C)c2c1CC(C)(C)C2)CCO)C,C15H22O2
O=C(OC)c1c(O)cc(OC)cc1C,C10H12O4
O=C1N2[C@H]([C@@]3(O[C@](C(N3[C@@H]1[C@H](CC)C)=O)(NC(=O)[C@@H]4C=C5c6c7c([nH]cc7C[C@H]5N(C4)C)ccc6)C(C)C)O)CCC2,C32H41N5O5
O=CCC(C)C,C5H10O
O1c2c3-c4c(cccc4)[C@H](O)[C@@H]5c3c(CCN5C)cc2OC1,C18H17NO3
O=C1c2c(ccnc2-c3c1cc(O)c(c3OC)OC)C,C15H13NO4
O1c2c3-c4c(cccc4)[C@H](O)[C@@H]5c3c(CCN5)cc2OC1,C17H15NO3
O=C(OC)[C@@]12O[C@@H](C)[C@@]3(C1)C=CCN4[C@@H]3[C@@]5([C@@]2(O)Nc6ccccc56)CC4,C21H24N2O4
O=C1[C@]2([C@@H]([C@@]3(OC(=O)C)[C@H](OC3)C[C@@H]2OC(=O)CC)[C@H](OC(=O)c4ccccc4)[C@]5(O)C[C@@H](C(=C([C@H]1O)C5(C)C)C)OC(=O)[C@H](O)[C@@H](NC(=O)OC(C)(C)C)c6occc6)C,C44H55NO16
O=C1c2c(ccnc2-c3c1cc(OC)c(c3)OC)C,C15H13NO3
O[C@H]1n2c3c(cccc3)c4c2[C@@H]5N(CCC[C@@]5(C1)CC)CC4,C19H24N2O
O=C1C(OC)=CC2=C3NC=CC(=C3C(C2=C1)=O)C,C14H11NO3
O=C1N2[C@H](C(=O)N[C@H](C(=O)NCC(=O)N3CCC[C@H]3C(N[C@H](C(N[C@H](C(N[C@H]1Cc4c5c(cccc5)[nH]c4)=O)CC(C)C)=O)[C@H](O)C)=O)Cc6ccccc6)CCC2,C42H54N8O8
O=C(OC)/C(=C\OC)/[C@@H]1/C(=C\C)/CN2CCc3c([C@@H]2C1)[nH]c4ccccc34,C22H26N2O3
O=C(NCC(=O)O)/C=C/c1c2c(cccc2)[nH]c1,C13H12N2O3
O=C1[C@@H]2Oc3c(O)ccc4c3[C@]25[C@](O)([C@H](N(C[C@@H]6OCCC6)CC5)C4)CC1,C21H25NO5
O1[C@@H](OC[C@@H]2[C@H](c3c(cc(OC)c(c3)O)C[C@H]2CO)c4cc(OC)c(O)cc4)[C@H](O)[C@H](O)[C@H]([C@@H]1C)O,C26H34O10
O=c1oc2c([C@@H](C(=O)OC[C@H]3O[C@@H](OC(=O)/C=C/c4cc(O)c(O)cc4)[C@H](O)[C@H]([C@@H]3O)O)CC2=O)c5c1cc(O)c(c5O)O,C28H24O16
O(c1c(O)c2c([C@@H](O)[C@@H]3NCC[C@@]24C3=C(OC)[C@@H](O)[C@H](C4)O)cc1)C,C18H23NO6
O(c1c(O)c2c(C[C@@H]3NCC[C@@]24C3=C(OC)[C@@H](O)[C@H](C4)O)cc1)C,C18H23NO5
O=C1c2c(occ2C)C[C@@]([C@H]1C(=C)C)(C=C)C,C15H18O2
O=C1[C@H](C(C)C)CC(=O)[C@H](CCC=C(C1)C)C,C15H24O2
o1c2c(CC(C(=C)C)[C@@](C2)(C=C)C)c(c1)C,C15H20O
O=C1C(=C(C)C)CC=C(CCC=C(C1)C)C,C15H22O
O=C(OC[C@H](O)[C@H](O)COC(=O)/C(=N\O)/Cc1ccc(O)cc1)/C(=N\O)/Cc2ccc(O)cc2,C22H24N2O10
O(c1c(O)c2-c3c(cc(O)c(c3)OC)C[C@H]4c2c(c1)CCN4C)C,C19H21NO4
NCC(CN)(CN)C,C5H15N3
O=[N+]([O-])c1c(OC)ccc(c1)[N+](=O)[O-],C7H6N2O5
O=C(N[C@@H]1[C@H](O)CCC1)[C@H]2CN([C@@H]3Cc4cn(c5c4c([C@H]3C2)ccc5)C(C)C)C,C24H33N3O2
O=c1c(O)c(oc2c1c(O)cc(c2O[C@@H]3O[C@H](C(=O)O)[C@@H](O)[C@@H]([C@H]3O)O)O)-c4cc(O)c(O)cc4,C21H18O14
O1[C@@H](Oc2cc(OC)c(O)c(c2)OC)[C@H](O)[C@@H](O)[C@@H]([C@H]1CO)O,C14H20O9
O=C1N[C@@](OC)(C(=O)c2ccccc2)[C@@H]([C@@]13OC([C@@H](O)[C@@H](O)/C=C\CC)=C(C3=O)C)O,C22H25NO8
O=c1c2c(O)c(OC)c(O[C@@H]3O[C@@H]([C@@H](O)[C@@H]([C@H]3O)O)CO[C@@H]4O[C@H]([C@H](O)[C@H]([C@H]4O)O)C)cc2oc(c1)-c5ccc(OC)cc5,C29H34O15
O=c1c2c(O)c(OC)c(O)cc2oc(c1)-c3ccc(OC)cc3,C17H14O6
O1[C@@H](Oc2c(OC)cc(C3OCC4C3COC4c5cc(OC)c(O[C@@H]6O[C@@H]([C@@H](O)[C@@H]([C@H]6O)O)CO)c(c5)OC)cc2OC)[C@H](O)[C@@H](O)[C@@H]([C@H]1CO)O,C34H46O18
O1c2c(ccc(c2)[C@@H]3OC[C@@H]4[C@H]3CO[C@@H]4c5cc(OC)c(O)cc5)OC1,C20H20O6
O=c1c2c(oc(c1)-c3cc(OC)c(O)cc3)cc(OC)cc2O,C17H14O6
O=c1c(OC)c(oc2c1c(O)c(OC)c(OC)c2)-c3cc(O)c(OC)cc3,C19H18O8
O=C1C=C[C@@]2(O)CC[C@H]([C@@]1(C2=O)CC=C(C)C)c3ccc(O)cc3,C20H22O4
O=c1c2c(oc(c1)-c3cc(OC)c(O)cc3)cc(O)cc2O,C16H12O6
O=C1N[C@@](OC)(C(=O)c2ccccc2)[C@@H]([C@@]13OC([C@@H](O)[C@@H](O)/C=C\C)=C(C3=O)C)O,C21H23NO8
O1c2c3-c4c(cc(OC)cc4)C[C@@H]5c3c(CCN5)cc2OC1,C18H17NO3
O(c1c2-c3c(cccc3)C[C@@H]4c2c(CC[N+]4(C)C)cc1O)C,C19H22NO2
N(C(Cc1ccccc1)CC)CC,C12H19N
O1c2c3-c4c(cccc4)C[C@@H]5c3c(CCN5)cc2OC1,C17H15NO2
O(c1c2-c3c(cccc3)C[C@H]4c2c(CCN4)cc1O)C,C17H17NO2
O=c1oc(-c2cc(OC)c(OC)cc2)cc3c1C[C@]4(O)[C@]5(C(=O)C=CC([C@]5(O)CC[C@]4(O3)C)(C)C)C,C28H32O8
O(c1c(OC)ccc(c1)[C@@]2(Cc3c(nccc3)CC2)CCNC)C,C20H26N2O2
N1(C(c2ccccc2)Cc3ccccc3)CCCCC1,C19H23N
O=c1n(c(OC)nc2c1[nH]c(=O)n2C)C,C8H10N4O3
O=c1n(c(OC)nc2c1n(c(=O)n2C)C)C,C9H12N4O3
O=C(O)/C=C/c1cc(OC)c(OC)cc1,C11H12O4
o1c2c([C@@H]3[C@@]([C@H]4[C@@]5(C[C@](OC)(CO)[C@@H](C5)CC4)CC3)(C)CC2)cc1,C21H30O3
O=C(O)CC#N,C3H3NO2
O=C(O)C1=CCCN(C1)C,C7H11NO2
O=C(O)C1=CCCNC1,C6H9NO2
O=C(O)C1=CCCN(C1)CCON=C(c2ccccc2)c3ccccc3,C21H22N2O3
O[C@@H]1CC2=CCC=3[C@H]4[C@]([C@@H]([C@@H](/C=C/[C@@H](C(C)C)C)C)CC4)(C)CCC3[C@@]2(C)CC1,C28H44O
O[C@@H]1C[C@H]2[C@](C3=C([C@H]4[C@]([C@@H]([C@@H](CCC(=C)C(C)C)C)CC4)(C)CC3)CC2)(C)CC1,C28H46O
O[C@@H]1C[C@H]2[C@]([C@@H]3C([C@H]4[C@]([C@@H]([C@@H](CC[C@@H](C(C)C)C)C)CC4)(C)CC3)=CC2)(C)CC1,C28H48O
O[C@@H]1CC2=CC[C@H]3[C@H]4[C@]([C@@H]([C@@H](CC/C(=C\C)/C(C)C)C)CC4)(C)CC[C@@H]3[C@@]2(C)CC1,C29H48O
O1[C@@H](O[C@@H]2CC3=CC[C@H]4[C@H]5[C@]([C@@H]([C@@H](CC[C@H](C(C)C)CC)C)CC5)(C)CC[C@@H]4[C@@]3(C)CC2)[C@H](O)[C@@H](O)[C@@H]([C@H]1CO)O,C35H60O6
O[C@@H]1C[C@H]2[C@]([C@@H]3[C@H]([C@H]4[C@]([C@@H]([C@@H](CC[C@H](C(C)C)C)C)CC4)(C)CC3)CC2)(C)CC1,C28H50O
O=C1c2c(OC)cccc2N[C@@]13[C@H]4N(C[C@@H](CC)[C@H](C4)/C(/C(=O)OC)=C\OC)CC3,C23H30N2O5
O1Cc2c(OCCN3CCCC3)ccc(c2)Nc4nc(-c5cccc(COCC=CC1)c5)ccn4,C28H32N4O3
O=C(OC/C=C/c1cc(OC)c(O[C@@H]2O[C@@H]([C@@H](O)[C@@H]([C@H]2O)O)CO)c(c1)OC)CC(O[C@@H]3O[C@@H]([C@@H](O)[C@@H]([C@H]3O)O)CO)(CC(=O)O)C,C29H42O18
O=C(O[C@@H]1O[C@@H]([C@@H](O)[C@@H]([C@H]1O)O)CO)[C@]23[C@H](C4=CC[C@@H]5[C@@]6([C@H](C([C@@H](O[C@@H]7O[C@H](C(=O)O)[C@@H](O[C@@H]8O[C@@H](CO)[C@@H]([C@H]8O)O)[C@@H]([C@H]7O)O)CC6)(C)C)CC[C@]5([C@]4(C)CC2)C)C)CC(C)(C)CC3,C47H74O18
O=C1[C@H](C(=O)OC)[C@@H]2N(C)[C@H](C1)CC2,C10H15NO3
O=C(O)[C@@H](N)Cc1cc(OC)c(O)cc1,C10H13NO4
O=C1C([C@H]2[C@](C=3C([C@]4([C@]([C@@H]([C@@H](CC[C@H](O)[C@](O)(CO)C)C)CC4)(C)CC3)C)=CC2)(C)CC1)(C)C,C30H48O4
O=C1C2=C([C@]3(CC[C@@H](C([C@@H]3C1)(C)C)O)C)CC[C@]4([C@]2(CC[C@@H]4[C@@H](CC/C=C(\CO)/C)C)C)C,C30H48O3
O[C@@H]1C(C2[C@](C=3C([C@]4([C@]([C@H]([C@@H](CC/C=C(\CO)/C)C)CC4)(C)CC3)C)=CC2)(C)CC1)(C)C,C30H48O2
O=C(c1cc2c(cc(N(C)C)cc2)cc1)CCCCCCCCCCC,C24H35NO
O=C1N2[C@H](c3nc4ccc(cc4c(n3-c5c1cccc5)=O)OC)CCC2,C20H17N3O3
[N+](=Nc1cc2c([n+](c3cc(N)ccc3c2cc1)CCC[N+](CC)(CC)C)-c4ccccc4)=[N-],C27H32N6
O=CNC(Cc1ccccc1)C,C10H13NO
O=C(O)CCCCCCCCCCCCCCCCCCCCCC,C23H46O2
O=C(O)CCCCCCCCCCCCCCCCCCCCCCCC,C25H50O2
O=C(O)CCCCCCCCCCCCCCCCCCCC,C21H42O2
O=C(O)CCCCCCCCCCCCCCCCCCCCCCCCCC,C27H54O2
O=C(O)CCCCCCCCCCCCCCCCCCCCCCCCCCCC,C29H58O2
O=C1c2c3c4c(ccc3ccc2)ccc5c4c1ccc5,C19H10O
O1c2c(O)ccc3c2C45C1c6[nH]c7cc(NC(=N)N)ccc7c6CC4(O)C(N(CC8CC8)CC5)C3,C27H29N5O3
O=c1[nH]c(nc2c1ncn2COCC(=O)O)N,C8H9N5O4
O=C(O)C1OC1,C3H4O3
O=C(NCC(NCC(=O)N1[C@H](C#N)CCC1)(C)C)c2cnc3cc(nn3c2)C,C19H25N7O2
O=C(Cc1ccc(O)cc1)C,C9H10O2
O=C1N[C@H](C(=O)O)CC1.Oc1c(c(cnc1C)CO)CO,C13H18N2O6
O=c1c2c(O)c(OC)c(OC)cc2oc(c1)-c3c(O)cc(O)c(c3)OC,C18H16O8
O=c1c2c(oc(c1)-c3cc(O)c(O)cc3)c(c(O)cc2O)[C@H]4C(=O)c5c(cc(O)cc5O)O[C@@H]4c6ccc(O)cc6,C30H20O11
O=C/C(=C/CC/C(=C/CCC1(Oc2c(cc(O)cc2C)CC1)C)/C)/C,C22H30O3
O=c1c2c(oc3c1ccc(c3O)O)c4c(OC(C)(C)CC4)cc2O,C18H16O6
O[C@@H]1C([C@H]2[C@]([C@@H]3[C@@](C4=CC[C@]5(CCC(C[C@H]5C4(C)CC3)(C)C)C)(C)CC2)(C)CC1)(C)C,C30H50O
O=c1c2c(O)c(OC)c(OC)cc2oc(c1)-c3cc(OC)c(O)cc3,C18H16O7
O=C1OC[C@@]2(O[C@]34[C@]([C@@H](OC(=O)C)[C@@H](OC(=O)c5cocc5)[C@@H](C3(O)C)OC(C(CCc6c1cccn6)(O)C)=O)(COC(=O)C)[C@@H]([C@@H]([C@@H]2[C@H]4OC(=O)C)OC(=O)C)OC(=O)C)C,C41H47NO20
O=c1c2c(oc(c1CC=C(C)C)-c3c(O)cc(O)cc3)c(c(O)cc2O)[C@H]4C=C(C[C@H]([C@@H]4C(=O)c5c(O)cc(O)cc5)c6c(O)cc(O)cc6)C,C40H36O11
O(c1c(C#N)cc(OC)c(c1)CCNCc2c(O)cccc2)C,C18H20N2O3
o1c2c(ccc(c2)O)cc1-c3cc(O)cc(c3)O,C14H10O4
C=1C=CCCCC1,C7H10
C1=CCCCCCCC1,C9H16
N(\c1c(cc(C)cc1C)C)=C/C=N/c2c(cc(C)cc2C)C,C20H24N2
OCC(N)(C)C,C4H11NO
Oc1c(c(O)cc(c1)C)C/C=C(\CC/C=C(\CCC=C(C)C)/C)/C,C22H32O2
O=C1OCC2=C1[C@@H](O)C[C@]3([C@H]2C[C@@H]4O[C@@]54[C@]36O[C@H]6[C@@H]7O[C@@]7([C@H]5O)C(C)C)C,C20H24O7
O=C1OCC2=C1CC[C@]3([C@H]2C[C@@H]4O[C@@]54[C@]36O[C@H]6[C@@H]7O[C@@]7([C@H]5O)C(O)(C)C)C,C20H24O7
C1=CCCC=CC1,C7H10
O=C(N/N=C(\c1occc1)/C)c2ccncc2,C12H11N3O2
n1c2c(cc(C)c(c2)C)[nH]c1,C9H10N2
o1c(ccc1)/C=N/C(/N=C/c2occc2)c3occc3,C15H12N2O3
O=C(c1occc1)C,C6H6O2
O[C@@H]1C([C@H]2[C@](C3=C([C@]4([C@]([C@@H]([C@@H]([C@H](O)CC=C(C)C)C)CC4)(C)CC3)C)CC2)(C)CC1)(C)C,C30H50O2
O=C(/C=C(/O)\C=C\c1cc(O)c(O)cc1)C,C12H12O4
O=c1oc(cc(c1-c2c(cc(O)c(c2)O)/C=C/c3oc(=O)c4[C@H](c5oc(=O)cc(c5)O)[C@H](Oc4c3)c6cc(O)c(O)cc6)O)/C=C/c7cc(O)c(O)cc7,C39H26O15
O=c1oc(cc2c1C(c3oc(=O)cc(c3)O)C(c4cc(O)c(O)cc4)O2)/C=C/c5cc(O)c(O)cc5,C26H18O10
O=C(O)[C@@H]([C@@H]1[C@@]2([C@@](C3=C([C@@]4([C@H](C([C@@H](O)CC4)(C)C)CC3)C)CC2)(C)CC1)C)CCC=C(C)C,C30H48O3
O=C1/C(/OC(=C1)C)=C\c2cc(O)c(O)cc2,C12H10O4
O=C(O)C1OCCC1,C5H8O3
O=C1OC(c2cc(O)c(O)cc2)C/3C1=C(O)C=C(/C=C/c4cc(O)c(O)cc4)O\C3=C/C(=O)C,C25H20O9
O=c1c(O[C@@H]2O[C@@H](CO)[C@@H]([C@H]2O)O)c(oc3c1c(O)cc(c3)O)-c4cc(O)c(O)cc4,C20H18O11
O=C1c2c(cc3C(=O)C=CC(c3c2)=O)[C@@]4(CCCc5c4c1oc5)C,C20H14O4
O=C1Nc2c(OC)c(OC)ccc2[C@]13[C@H]4N(C[C@H]5[C@@H](OC=C([C@H]5C4)C(=O)OC)C)CC3,C23H28N2O6
O=C(OC)/C(=C/OC)/[C@@H]1[C@H](CN2CCc3c([C@H]2C1)[nH]c4ccccc34)CC,C22H28N2O3
O=C1c2nccc3c2c(c4OCOc4c3)-c5c1cccc5,C17H9NO3
O=C(N([C@H](C(=O)N)Cc1ccc(OC)cc1)C)[C@@H](N(C(=O)[C@@H](NC(=O)[C@@H](N(C(=O)[C@H](CCCCC#C)C)C)Cc2ccccc2)C)C)C,C37H51N5O6
OC[C@@H]1[C@H]2N3[C@H](c4n(C)c5c(c4C2)cccc5)C[C@H]1/C(=C\C)/C3,C20H24N2O
O[C@H]([C@H]1[C@@H]2N3CCc4c([C@@H]2C[C@H](C1)C3)[nH]c5ccccc45)C,C19H24N2O
O=C(O)CCCCCCCCCCC1C=CCC1,C16H28O2
O[C@@H]1CC2=CC[C@H]3[C@H]4[C@]([C@@H]([C@@H](CCC[C@H](CO)C)C)CC4)(C)CC[C@@H]3[C@@]2(C)CC1,C27H46O2
O=[N+](O[C@@H]([C@@H](NC(=O)[C@@H](NC(=O)c1nc2c(cccc2)cc1)CC(=O)N)Cc3ccccc3)CN4[C@H](C(=O)NC(C)(C)C)C[C@@H]5CCCC[C@@H]5C4)[O-],C38H49N7O7
O=[N+]([O-])c1c(cccc1)C,C7H7NO2
O(c1c(cccc1)C(N2CCCCC2)Cc3ccccc3)C,C20H25NO
O=C1[C@@H]([C@@H](/C=C/[C@@H](O)C/C=C\CC)[C@@H](C1)O)C/C=C\CCCC(=O)O,C20H30O5
O=C1CC2=CC[C@H]3[C@H]4[C@](C(=O)CC4)(C)CC[C@@H]3[C@@]2(C)CC1,C19H26O2
O=c1oc2c(ccc(c2)O)c3c1cc(O)cc3,C13H8O4
O=C(O)[C@@H](NC)CCC(=O)O,C6H11NO4
O=C(O)c1c(O)cc(C)cc1,C8H8O3
O=Cc1c(O)cc(C)cc1,C8H8O2
O=Cc1c(O)cc(OC)cc1,C8H8O3
O1c2c(OCCOCCOCC1)cc3c(ncnc3c2)Nc4cc(C#C)ccc4,C22H21N3O4
O=C(CCCC)CC,C7H14O
O=C1CCc2cc(c(O)cc2)-c3c(OC)c(c(c(CCCC1)c3)O)OC,C21H24O5
O=c1n(O[C@@H]2C(C(=O)OC)=C[C@H](O)[C@@H]([C@@H]2O)O)ccc(c1[C@H]3[C@H](C=C)C[C@H](C)C[C@@H]3C)O,C23H31NO8
O=C(O)[C@H](NC(=O)[C@H](NC(=O)CCCCCCCCCCC)C)CCC(=O)N[C@H](C(=O)O)CCC[C@H](N)C(=O)N,C27H49N5O8
O(c1ccccc1)C[C@@H](N[C@H]([C@H](O)c2ccccc2)CO)C,C18H23NO3
c12c(cccc1)Cc3ccccc3C2,C14H12
O=Cc1cc(OC)c(OC)c(c1)OC,C10H12O4
O=C(O)c1cc2c(cc(C(=O)O)cc2)cc1,C12H8O4
c12C=3C(c4ccccc4C3)=Cc1cccc2,C16H10
o1cc(CCC=C(C)C)cc1,C10H14O
O=[N+]([O-])CCC,C3H7NO2
O=c1[nH]c2c(cc(OCCCC(=O)N(C3CCCCC3)C)cc2)cc1,C20H26N2O3
O=C1NN=C(c2ccc(N/C(=N\C)/NC#N)cc2)C(C1)C,C14H16N6O
O=c1n2c(-c3c(cc(OC)c(c3)OC)CC2)c\c(\n1C)=N/c4c(cc(C)cc4C)C,C24H27N3O3
O=C1NCC(c2cc(O[C@@H]3[C@@H]4C[C@H](C3)CC4)c(OC)cc2)CN1,C18H24N2O3
O=c1n(c(c(-c2cc(OC)c(OC)c(c2)OC)c3c1c(OCc4ncccn4)ncc3)C(=O)OC)Cc5cc(ncc5)C,C31H29N5O7
O=c1nc([nH]n2c1c(nc2[C@H]([C@H](O)C)CCCc3ccccc3)C)Cc4cc(OC)c(OC)cc4,C27H32N4O4
O=c1n(c2nc(N)nn2cc1C)CCC,C9H13N5O
O=c1n(c2nc(COC)[nH]c2c(n1C)=O)CC(C)C,C12H18N4O3
NC(C12CC3CC(C1)CC(C2)C3)CC,C13H23N
O(C(c1ccccc1)c2ccccc2)CCN3CCN(C/C=C/c4ccccc4)CC3,C28H32N2O
O=C(NCCN(CC)CC)COc1ccc(OC)cc1,C15H24N2O3
N1(CCCCC1)CC2CCCCC2,C12H23N
N1C(C(c2ccccc2)CCC1)C,C12H17N
O(c1c(O)ccc(c1)CC(NC)C)C,C11H17NO2
O=C(N(c1ccccc1)C2CCN(Cc3ccccc3)CC2)CC,C21H26N2O
